W_A,C_A,SM_A,SM_F,SM_C,SN_A,SN_F,SN_C,C,AlternativeID
80,80,50,2,2,30,1,1,1250,80967
80,80,50,2,2,30,1,1,3500,80968
80,80,50,2,2,30,1,2,50,80969
80,80,50,2,2,30,1,2,250,80970
80,80,50,2,2,30,1,2,1250,80971
80,80,50,2,2,30,1,2,3500,80972
80,80,50,2,2,30,1,3,50,80973
80,80,50,2,2,30,1,3,250,80974
80,80,50,2,2,30,1,3,1250,80975
80,80,50,2,2,30,1,3,3500,80976
80,80,50,2,2,30,2,1,50,80977
80,80,50,2,2,30,2,1,250,80978
80,80,50,2,2,30,2,1,1250,80979
80,80,50,2,2,30,2,1,3500,80980
80,80,50,2,2,30,2,2,50,80981
80,80,50,2,2,30,2,2,250,80982
80,80,50,2,2,30,2,2,1250,80983
80,80,50,2,2,30,2,2,3500,80984
80,80,50,2,2,30,2,3,50,80985
80,80,50,2,2,30,2,3,250,80986
80,80,50,2,2,30,2,3,1250,80987
80,80,50,2,2,30,2,3,3500,80988
80,80,50,2,2,30,3,1,50,80989
80,80,50,2,2,30,3,1,250,80990
80,80,50,2,2,30,3,1,1250,80991
80,80,50,2,2,30,3,1,3500,80992
80,80,50,2,2,30,3,2,50,80993
80,80,50,2,2,30,3,2,250,80994
80,80,50,2,2,30,3,2,1250,80995
80,80,50,2,2,30,3,2,3500,80996
80,80,50,2,2,30,3,3,50,80997
80,80,50,2,2,30,3,3,250,80998
80,80,50,2,2,30,3,3,1250,80999
80,80,50,2,2,30,3,3,3500,81000
80,80,50,2,2,50,1,1,50,81001
80,80,50,2,2,50,1,1,250,81002
80,80,50,2,2,50,1,1,1250,81003
80,80,50,2,2,50,1,1,3500,81004
80,80,50,2,2,50,1,2,50,81005
80,80,50,2,2,50,1,2,250,81006
80,80,50,2,2,50,1,2,1250,81007
80,80,50,2,2,50,1,2,3500,81008
80,80,50,2,2,50,1,3,50,81009
80,80,50,2,2,50,1,3,250,81010
80,80,50,2,2,50,1,3,1250,81011
80,80,50,2,2,50,1,3,3500,81012
80,80,50,2,2,50,2,1,50,81013
80,80,50,2,2,50,2,1,250,81014
80,80,50,2,2,50,2,1,1250,81015
80,80,50,2,2,50,2,1,3500,81016
80,80,50,2,2,50,2,2,50,81017
80,80,50,2,2,50,2,2,250,81018
80,80,50,2,2,50,2,2,1250,81019
80,80,50,2,2,50,2,2,3500,81020
80,80,50,2,2,50,2,3,50,81021
80,80,50,2,2,50,2,3,250,81022
80,80,50,2,2,50,2,3,1250,81023
80,80,50,2,2,50,2,3,3500,81024
80,80,50,2,2,50,3,1,50,81025
80,80,50,2,2,50,3,1,250,81026
80,80,50,2,2,50,3,1,1250,81027
80,80,50,2,2,50,3,1,3500,81028
80,80,50,2,2,50,3,2,50,81029
80,80,50,2,2,50,3,2,250,81030
80,80,50,2,2,50,3,2,1250,81031
80,80,50,2,2,50,3,2,3500,81032
80,80,50,2,2,50,3,3,50,81033
80,80,50,2,2,50,3,3,250,81034
80,80,50,2,2,50,3,3,1250,81035
80,80,50,2,2,50,3,3,3500,81036
80,80,50,2,2,80,1,1,50,81037
80,80,50,2,2,80,1,1,250,81038
80,80,50,2,2,80,1,1,1250,81039
80,80,50,2,2,80,1,1,3500,81040
80,80,50,2,2,80,1,2,50,81041
80,80,50,2,2,80,1,2,250,81042
80,80,50,2,2,80,1,2,1250,81043
80,80,50,2,2,80,1,2,3500,81044
80,80,50,2,2,80,1,3,50,81045
80,80,50,2,2,80,1,3,250,81046
80,80,50,2,2,80,1,3,1250,81047
80,80,50,2,2,80,1,3,3500,81048
80,80,50,2,2,80,2,1,50,81049
80,80,50,2,2,80,2,1,250,81050
80,80,50,2,2,80,2,1,1250,81051
80,80,50,2,2,80,2,1,3500,81052
80,80,50,2,2,80,2,2,50,81053
80,80,50,2,2,80,2,2,250,81054
80,80,50,2,2,80,2,2,1250,81055
80,80,50,2,2,80,2,2,3500,81056
80,80,50,2,2,80,2,3,50,81057
80,80,50,2,2,80,2,3,250,81058
80,80,50,2,2,80,2,3,1250,81059
80,80,50,2,2,80,2,3,3500,81060
80,80,50,2,2,80,3,1,50,81061
80,80,50,2,2,80,3,1,250,81062
80,80,50,2,2,80,3,1,1250,81063
80,80,50,2,2,80,3,1,3500,81064
80,80,50,2,2,80,3,2,50,81065
80,80,50,2,2,80,3,2,250,81066
80,80,50,2,2,80,3,2,1250,81067
80,80,50,2,2,80,3,2,3500,81068
80,80,50,2,2,80,3,3,50,81069
80,80,50,2,2,80,3,3,250,81070
80,80,50,2,2,80,3,3,1250,81071
80,80,50,2,2,80,3,3,3500,81072
80,80,50,2,3,10,1,1,50,81073
80,80,50,2,3,10,1,1,250,81074
80,80,50,2,3,10,1,1,1250,81075
80,80,50,2,3,10,1,1,3500,81076
80,80,50,2,3,10,1,2,50,81077
80,80,50,2,3,10,1,2,250,81078
80,80,50,2,3,10,1,2,1250,81079
80,80,50,2,3,10,1,2,3500,81080
80,80,50,2,3,10,1,3,50,81081
80,80,50,2,3,10,1,3,250,81082
80,80,50,2,3,10,1,3,1250,81083
80,80,50,2,3,10,1,3,3500,81084
80,80,50,2,3,10,2,1,50,81085
80,80,50,2,3,10,2,1,250,81086
80,80,50,2,3,10,2,1,1250,81087
80,80,50,2,3,10,2,1,3500,81088
80,80,50,2,3,10,2,2,50,81089
80,80,50,2,3,10,2,2,250,81090
80,80,50,2,3,10,2,2,1250,81091
80,80,50,2,3,10,2,2,3500,81092
80,80,50,2,3,10,2,3,50,81093
80,80,50,2,3,10,2,3,250,81094
80,80,50,2,3,10,2,3,1250,81095
80,80,50,2,3,10,2,3,3500,81096
80,80,50,2,3,10,3,1,50,81097
80,80,50,2,3,10,3,1,250,81098
80,80,50,2,3,10,3,1,1250,81099
80,80,50,2,3,10,3,1,3500,81100
80,80,50,2,3,10,3,2,50,81101
80,80,50,2,3,10,3,2,250,81102
80,80,50,2,3,10,3,2,1250,81103
80,80,50,2,3,10,3,2,3500,81104
80,80,50,2,3,10,3,3,50,81105
80,80,50,2,3,10,3,3,250,81106
80,80,50,2,3,10,3,3,1250,81107
80,80,50,2,3,10,3,3,3500,81108
80,80,50,2,3,30,1,1,50,81109
80,80,50,2,3,30,1,1,250,81110
80,80,50,2,3,30,1,1,1250,81111
80,80,50,2,3,30,1,1,3500,81112
80,80,50,2,3,30,1,2,50,81113
80,80,50,2,3,30,1,2,250,81114
80,80,50,2,3,30,1,2,1250,81115
80,80,50,2,3,30,1,2,3500,81116
80,80,50,2,3,30,1,3,50,81117
80,80,50,2,3,30,1,3,250,81118
80,80,50,2,3,30,1,3,1250,81119
80,80,50,2,3,30,1,3,3500,81120
80,80,50,2,3,30,2,1,50,81121
80,80,50,2,3,30,2,1,250,81122
80,80,50,2,3,30,2,1,1250,81123
80,80,50,2,3,30,2,1,3500,81124
80,80,50,2,3,30,2,2,50,81125
80,80,50,2,3,30,2,2,250,81126
80,80,50,2,3,30,2,2,1250,81127
80,80,50,2,3,30,2,2,3500,81128
80,80,50,2,3,30,2,3,50,81129
80,80,50,2,3,30,2,3,250,81130
80,80,50,2,3,30,2,3,1250,81131
80,80,50,2,3,30,2,3,3500,81132
80,80,50,2,3,30,3,1,50,81133
80,80,50,2,3,30,3,1,250,81134
80,80,50,2,3,30,3,1,1250,81135
80,80,50,2,3,30,3,1,3500,81136
80,80,50,2,3,30,3,2,50,81137
80,80,50,2,3,30,3,2,250,81138
80,80,50,2,3,30,3,2,1250,81139
80,80,50,2,3,30,3,2,3500,81140
80,80,50,2,3,30,3,3,50,81141
80,80,50,2,3,30,3,3,250,81142
80,80,50,2,3,30,3,3,1250,81143
80,80,50,2,3,30,3,3,3500,81144
80,80,50,2,3,50,1,1,50,81145
80,80,50,2,3,50,1,1,250,81146
80,80,50,2,3,50,1,1,1250,81147
80,80,50,2,3,50,1,1,3500,81148
80,80,50,2,3,50,1,2,50,81149
80,80,50,2,3,50,1,2,250,81150
80,80,50,2,3,50,1,2,1250,81151
80,80,50,2,3,50,1,2,3500,81152
80,80,50,2,3,50,1,3,50,81153
80,80,50,2,3,50,1,3,250,81154
80,80,50,2,3,50,1,3,1250,81155
80,80,50,2,3,50,1,3,3500,81156
80,80,50,2,3,50,2,1,50,81157
80,80,50,2,3,50,2,1,250,81158
80,80,50,2,3,50,2,1,1250,81159
80,80,50,2,3,50,2,1,3500,81160
80,80,50,2,3,50,2,2,50,81161
80,80,50,2,3,50,2,2,250,81162
80,80,50,2,3,50,2,2,1250,81163
80,80,50,2,3,50,2,2,3500,81164
80,80,50,2,3,50,2,3,50,81165
80,80,50,2,3,50,2,3,250,81166
80,80,50,2,3,50,2,3,1250,81167
80,80,50,2,3,50,2,3,3500,81168
80,80,50,2,3,50,3,1,50,81169
80,80,50,2,3,50,3,1,250,81170
80,80,50,2,3,50,3,1,1250,81171
80,80,50,2,3,50,3,1,3500,81172
80,80,50,2,3,50,3,2,50,81173
80,80,50,2,3,50,3,2,250,81174
80,80,50,2,3,50,3,2,1250,81175
80,80,50,2,3,50,3,2,3500,81176
80,80,50,2,3,50,3,3,50,81177
80,80,50,2,3,50,3,3,250,81178
80,80,50,2,3,50,3,3,1250,81179
80,80,50,2,3,50,3,3,3500,81180
80,80,50,2,3,80,1,1,50,81181
80,80,50,2,3,80,1,1,250,81182
80,80,50,2,3,80,1,1,1250,81183
80,80,50,2,3,80,1,1,3500,81184
80,80,50,2,3,80,1,2,50,81185
80,80,50,2,3,80,1,2,250,81186
80,80,50,2,3,80,1,2,1250,81187
80,80,50,2,3,80,1,2,3500,81188
80,80,50,2,3,80,1,3,50,81189
80,80,50,2,3,80,1,3,250,81190
80,80,50,2,3,80,1,3,1250,81191
80,80,50,2,3,80,1,3,3500,81192
80,80,50,2,3,80,2,1,50,81193
80,80,50,2,3,80,2,1,250,81194
80,80,50,2,3,80,2,1,1250,81195
80,80,50,2,3,80,2,1,3500,81196
80,80,50,2,3,80,2,2,50,81197
80,80,50,2,3,80,2,2,250,81198
80,80,50,2,3,80,2,2,1250,81199
80,80,50,2,3,80,2,2,3500,81200
80,80,50,2,3,80,2,3,50,81201
80,80,50,2,3,80,2,3,250,81202
80,80,50,2,3,80,2,3,1250,81203
80,80,50,2,3,80,2,3,3500,81204
80,80,50,2,3,80,3,1,50,81205
80,80,50,2,3,80,3,1,250,81206
80,80,50,2,3,80,3,1,1250,81207
80,80,50,2,3,80,3,1,3500,81208
80,80,50,2,3,80,3,2,50,81209
80,80,50,2,3,80,3,2,250,81210
80,80,50,2,3,80,3,2,1250,81211
80,80,50,2,3,80,3,2,3500,81212
80,80,50,2,3,80,3,3,50,81213
80,80,50,2,3,80,3,3,250,81214
80,80,50,2,3,80,3,3,1250,81215
80,80,50,2,3,80,3,3,3500,81216
80,80,50,3,1,10,1,1,50,81217
80,80,50,3,1,10,1,1,250,81218
80,80,50,3,1,10,1,1,1250,81219
80,80,50,3,1,10,1,1,3500,81220
80,80,50,3,1,10,1,2,50,81221
80,80,50,3,1,10,1,2,250,81222
80,80,50,3,1,10,1,2,1250,81223
80,80,50,3,1,10,1,2,3500,81224
80,80,50,3,1,10,1,3,50,81225
80,80,50,3,1,10,1,3,250,81226
80,80,50,3,1,10,1,3,1250,81227
80,80,50,3,1,10,1,3,3500,81228
80,80,50,3,1,10,2,1,50,81229
80,80,50,3,1,10,2,1,250,81230
80,80,50,3,1,10,2,1,1250,81231
80,80,50,3,1,10,2,1,3500,81232
80,80,50,3,1,10,2,2,50,81233
80,80,50,3,1,10,2,2,250,81234
80,80,50,3,1,10,2,2,1250,81235
80,80,50,3,1,10,2,2,3500,81236
80,80,50,3,1,10,2,3,50,81237
80,80,50,3,1,10,2,3,250,81238
80,80,50,3,1,10,2,3,1250,81239
80,80,50,3,1,10,2,3,3500,81240
80,80,50,3,1,10,3,1,50,81241
80,80,50,3,1,10,3,1,250,81242
80,80,50,3,1,10,3,1,1250,81243
80,80,50,3,1,10,3,1,3500,81244
80,80,50,3,1,10,3,2,50,81245
80,80,50,3,1,10,3,2,250,81246
80,80,50,3,1,10,3,2,1250,81247
80,80,50,3,1,10,3,2,3500,81248
80,80,50,3,1,10,3,3,50,81249
80,80,50,3,1,10,3,3,250,81250
80,80,50,3,1,10,3,3,1250,81251
80,80,50,3,1,10,3,3,3500,81252
80,80,50,3,1,30,1,1,50,81253
80,80,50,3,1,30,1,1,250,81254
80,80,50,3,1,30,1,1,1250,81255
80,80,50,3,1,30,1,1,3500,81256
80,80,50,3,1,30,1,2,50,81257
80,80,50,3,1,30,1,2,250,81258
80,80,50,3,1,30,1,2,1250,81259
80,80,50,3,1,30,1,2,3500,81260
80,80,50,3,1,30,1,3,50,81261
80,80,50,3,1,30,1,3,250,81262
80,80,50,3,1,30,1,3,1250,81263
80,80,50,3,1,30,1,3,3500,81264
80,80,50,3,1,30,2,1,50,81265
80,80,50,3,1,30,2,1,250,81266
80,80,50,3,1,30,2,1,1250,81267
80,80,50,3,1,30,2,1,3500,81268
80,80,50,3,1,30,2,2,50,81269
80,80,50,3,1,30,2,2,250,81270
80,80,50,3,1,30,2,2,1250,81271
80,80,50,3,1,30,2,2,3500,81272
80,80,50,3,1,30,2,3,50,81273
80,80,50,3,1,30,2,3,250,81274
80,80,50,3,1,30,2,3,1250,81275
80,80,50,3,1,30,2,3,3500,81276
80,80,50,3,1,30,3,1,50,81277
80,80,50,3,1,30,3,1,250,81278
80,80,50,3,1,30,3,1,1250,81279
80,80,50,3,1,30,3,1,3500,81280
80,80,50,3,1,30,3,2,50,81281
80,80,50,3,1,30,3,2,250,81282
80,80,50,3,1,30,3,2,1250,81283
80,80,50,3,1,30,3,2,3500,81284
80,80,50,3,1,30,3,3,50,81285
80,80,50,3,1,30,3,3,250,81286
80,80,50,3,1,30,3,3,1250,81287
80,80,50,3,1,30,3,3,3500,81288
80,80,50,3,1,50,1,1,50,81289
80,80,50,3,1,50,1,1,250,81290
80,80,50,3,1,50,1,1,1250,81291
80,80,50,3,1,50,1,1,3500,81292
80,80,50,3,1,50,1,2,50,81293
80,80,50,3,1,50,1,2,250,81294
80,80,50,3,1,50,1,2,1250,81295
80,80,50,3,1,50,1,2,3500,81296
80,80,50,3,1,50,1,3,50,81297
80,80,50,3,1,50,1,3,250,81298
80,80,50,3,1,50,1,3,1250,81299
80,80,50,3,1,50,1,3,3500,81300
80,80,50,3,1,50,2,1,50,81301
80,80,50,3,1,50,2,1,250,81302
80,80,50,3,1,50,2,1,1250,81303
80,80,50,3,1,50,2,1,3500,81304
80,80,50,3,1,50,2,2,50,81305
80,80,50,3,1,50,2,2,250,81306
80,80,50,3,1,50,2,2,1250,81307
80,80,50,3,1,50,2,2,3500,81308
80,80,50,3,1,50,2,3,50,81309
80,80,50,3,1,50,2,3,250,81310
80,80,50,3,1,50,2,3,1250,81311
80,80,50,3,1,50,2,3,3500,81312
80,80,50,3,1,50,3,1,50,81313
80,80,50,3,1,50,3,1,250,81314
80,80,50,3,1,50,3,1,1250,81315
80,80,50,3,1,50,3,1,3500,81316
80,80,50,3,1,50,3,2,50,81317
80,80,50,3,1,50,3,2,250,81318
80,80,50,3,1,50,3,2,1250,81319
80,80,50,3,1,50,3,2,3500,81320
80,80,50,3,1,50,3,3,50,81321
80,80,50,3,1,50,3,3,250,81322
80,80,50,3,1,50,3,3,1250,81323
80,80,50,3,1,50,3,3,3500,81324
80,80,50,3,1,80,1,1,50,81325
80,80,50,3,1,80,1,1,250,81326
80,80,50,3,1,80,1,1,1250,81327
80,80,50,3,1,80,1,1,3500,81328
80,80,50,3,1,80,1,2,50,81329
80,80,50,3,1,80,1,2,250,81330
80,80,50,3,1,80,1,2,1250,81331
80,80,50,3,1,80,1,2,3500,81332
80,80,50,3,1,80,1,3,50,81333
80,80,50,3,1,80,1,3,250,81334
80,80,50,3,1,80,1,3,1250,81335
80,80,50,3,1,80,1,3,3500,81336
80,80,50,3,1,80,2,1,50,81337
80,80,50,3,1,80,2,1,250,81338
80,80,50,3,1,80,2,1,1250,81339
80,80,50,3,1,80,2,1,3500,81340
80,80,50,3,1,80,2,2,50,81341
80,80,50,3,1,80,2,2,250,81342
80,80,50,3,1,80,2,2,1250,81343
80,80,50,3,1,80,2,2,3500,81344
80,80,50,3,1,80,2,3,50,81345
80,80,50,3,1,80,2,3,250,81346
80,80,50,3,1,80,2,3,1250,81347
80,80,50,3,1,80,2,3,3500,81348
80,80,50,3,1,80,3,1,50,81349
80,80,50,3,1,80,3,1,250,81350
80,80,50,3,1,80,3,1,1250,81351
80,80,50,3,1,80,3,1,3500,81352
80,80,50,3,1,80,3,2,50,81353
80,80,50,3,1,80,3,2,250,81354
80,80,50,3,1,80,3,2,1250,81355
80,80,50,3,1,80,3,2,3500,81356
80,80,50,3,1,80,3,3,50,81357
80,80,50,3,1,80,3,3,250,81358
80,80,50,3,1,80,3,3,1250,81359
80,80,50,3,1,80,3,3,3500,81360
80,80,50,3,2,10,1,1,50,81361
80,80,50,3,2,10,1,1,250,81362
80,80,50,3,2,10,1,1,1250,81363
80,80,50,3,2,10,1,1,3500,81364
80,80,50,3,2,10,1,2,50,81365
80,80,50,3,2,10,1,2,250,81366
80,80,50,3,2,10,1,2,1250,81367
80,80,50,3,2,10,1,2,3500,81368
80,80,50,3,2,10,1,3,50,81369
80,80,50,3,2,10,1,3,250,81370
80,80,50,3,2,10,1,3,1250,81371
80,80,50,3,2,10,1,3,3500,81372
80,80,50,3,2,10,2,1,50,81373
80,80,50,3,2,10,2,1,250,81374
80,80,50,3,2,10,2,1,1250,81375
80,80,50,3,2,10,2,1,3500,81376
80,80,50,3,2,10,2,2,50,81377
80,80,50,3,2,10,2,2,250,81378
80,80,50,3,2,10,2,2,1250,81379
80,80,50,3,2,10,2,2,3500,81380
80,80,50,3,2,10,2,3,50,81381
80,80,50,3,2,10,2,3,250,81382
80,80,50,3,2,10,2,3,1250,81383
80,80,50,3,2,10,2,3,3500,81384
80,80,50,3,2,10,3,1,50,81385
80,80,50,3,2,10,3,1,250,81386
80,80,50,3,2,10,3,1,1250,81387
80,80,50,3,2,10,3,1,3500,81388
80,80,50,3,2,10,3,2,50,81389
80,80,50,3,2,10,3,2,250,81390
80,80,50,3,2,10,3,2,1250,81391
80,80,50,3,2,10,3,2,3500,81392
80,80,50,3,2,10,3,3,50,81393
80,80,50,3,2,10,3,3,250,81394
80,80,50,3,2,10,3,3,1250,81395
80,80,50,3,2,10,3,3,3500,81396
80,80,50,3,2,30,1,1,50,81397
80,80,50,3,2,30,1,1,250,81398
80,80,50,3,2,30,1,1,1250,81399
80,80,50,3,2,30,1,1,3500,81400
80,80,50,3,2,30,1,2,50,81401
80,80,50,3,2,30,1,2,250,81402
80,80,50,3,2,30,1,2,1250,81403
80,80,50,3,2,30,1,2,3500,81404
80,80,50,3,2,30,1,3,50,81405
80,80,50,3,2,30,1,3,250,81406
80,80,50,3,2,30,1,3,1250,81407
80,80,50,3,2,30,1,3,3500,81408
80,80,50,3,2,30,2,1,50,81409
80,80,50,3,2,30,2,1,250,81410
80,80,50,3,2,30,2,1,1250,81411
80,80,50,3,2,30,2,1,3500,81412
80,80,50,3,2,30,2,2,50,81413
80,80,50,3,2,30,2,2,250,81414
80,80,50,3,2,30,2,2,1250,81415
80,80,50,3,2,30,2,2,3500,81416
80,80,50,3,2,30,2,3,50,81417
80,80,50,3,2,30,2,3,250,81418
80,80,50,3,2,30,2,3,1250,81419
80,80,50,3,2,30,2,3,3500,81420
80,80,50,3,2,30,3,1,50,81421
80,80,50,3,2,30,3,1,250,81422
80,80,50,3,2,30,3,1,1250,81423
80,80,50,3,2,30,3,1,3500,81424
80,80,50,3,2,30,3,2,50,81425
80,80,50,3,2,30,3,2,250,81426
80,80,50,3,2,30,3,2,1250,81427
80,80,50,3,2,30,3,2,3500,81428
80,80,50,3,2,30,3,3,50,81429
80,80,50,3,2,30,3,3,250,81430
80,80,50,3,2,30,3,3,1250,81431
80,80,50,3,2,30,3,3,3500,81432
80,80,50,3,2,50,1,1,50,81433
80,80,50,3,2,50,1,1,250,81434
80,80,50,3,2,50,1,1,1250,81435
80,80,50,3,2,50,1,1,3500,81436
80,80,50,3,2,50,1,2,50,81437
80,80,50,3,2,50,1,2,250,81438
80,80,50,3,2,50,1,2,1250,81439
80,80,50,3,2,50,1,2,3500,81440
80,80,50,3,2,50,1,3,50,81441
80,80,50,3,2,50,1,3,250,81442
80,80,50,3,2,50,1,3,1250,81443
80,80,50,3,2,50,1,3,3500,81444
80,80,50,3,2,50,2,1,50,81445
80,80,50,3,2,50,2,1,250,81446
80,80,50,3,2,50,2,1,1250,81447
80,80,50,3,2,50,2,1,3500,81448
80,80,50,3,2,50,2,2,50,81449
80,80,50,3,2,50,2,2,250,81450
80,80,50,3,2,50,2,2,1250,81451
80,80,50,3,2,50,2,2,3500,81452
80,80,50,3,2,50,2,3,50,81453
80,80,50,3,2,50,2,3,250,81454
80,80,50,3,2,50,2,3,1250,81455
80,80,50,3,2,50,2,3,3500,81456
80,80,50,3,2,50,3,1,50,81457
80,80,50,3,2,50,3,1,250,81458
80,80,50,3,2,50,3,1,1250,81459
80,80,50,3,2,50,3,1,3500,81460
80,80,50,3,2,50,3,2,50,81461
80,80,50,3,2,50,3,2,250,81462
80,80,50,3,2,50,3,2,1250,81463
80,80,50,3,2,50,3,2,3500,81464
80,80,50,3,2,50,3,3,50,81465
80,80,50,3,2,50,3,3,250,81466
80,80,50,3,2,50,3,3,1250,81467
80,80,50,3,2,50,3,3,3500,81468
80,80,50,3,2,80,1,1,50,81469
80,80,50,3,2,80,1,1,250,81470
80,80,50,3,2,80,1,1,1250,81471
80,80,50,3,2,80,1,1,3500,81472
80,80,50,3,2,80,1,2,50,81473
80,80,50,3,2,80,1,2,250,81474
80,80,50,3,2,80,1,2,1250,81475
80,80,50,3,2,80,1,2,3500,81476
80,80,50,3,2,80,1,3,50,81477
80,80,50,3,2,80,1,3,250,81478
80,80,50,3,2,80,1,3,1250,81479
80,80,50,3,2,80,1,3,3500,81480
80,80,50,3,2,80,2,1,50,81481
80,80,50,3,2,80,2,1,250,81482
80,80,50,3,2,80,2,1,1250,81483
80,80,50,3,2,80,2,1,3500,81484
80,80,50,3,2,80,2,2,50,81485
80,80,50,3,2,80,2,2,250,81486
80,80,50,3,2,80,2,2,1250,81487
80,80,50,3,2,80,2,2,3500,81488
80,80,50,3,2,80,2,3,50,81489
80,80,50,3,2,80,2,3,250,81490
80,80,50,3,2,80,2,3,1250,81491
80,80,50,3,2,80,2,3,3500,81492
80,80,50,3,2,80,3,1,50,81493
80,80,50,3,2,80,3,1,250,81494
80,80,50,3,2,80,3,1,1250,81495
80,80,50,3,2,80,3,1,3500,81496
80,80,50,3,2,80,3,2,50,81497
80,80,50,3,2,80,3,2,250,81498
80,80,50,3,2,80,3,2,1250,81499
80,80,50,3,2,80,3,2,3500,81500
80,80,50,3,2,80,3,3,50,81501
80,80,50,3,2,80,3,3,250,81502
80,80,50,3,2,80,3,3,1250,81503
80,80,50,3,2,80,3,3,3500,81504
80,80,50,3,3,10,1,1,50,81505
80,80,50,3,3,10,1,1,250,81506
80,80,50,3,3,10,1,1,1250,81507
80,80,50,3,3,10,1,1,3500,81508
80,80,50,3,3,10,1,2,50,81509
80,80,50,3,3,10,1,2,250,81510
80,80,50,3,3,10,1,2,1250,81511
80,80,50,3,3,10,1,2,3500,81512
80,80,50,3,3,10,1,3,50,81513
80,80,50,3,3,10,1,3,250,81514
80,80,50,3,3,10,1,3,1250,81515
80,80,50,3,3,10,1,3,3500,81516
80,80,50,3,3,10,2,1,50,81517
80,80,50,3,3,10,2,1,250,81518
80,80,50,3,3,10,2,1,1250,81519
80,80,50,3,3,10,2,1,3500,81520
80,80,50,3,3,10,2,2,50,81521
80,80,50,3,3,10,2,2,250,81522
80,80,50,3,3,10,2,2,1250,81523
80,80,50,3,3,10,2,2,3500,81524
80,80,50,3,3,10,2,3,50,81525
80,80,50,3,3,10,2,3,250,81526
80,80,50,3,3,10,2,3,1250,81527
80,80,50,3,3,10,2,3,3500,81528
80,80,50,3,3,10,3,1,50,81529
80,80,50,3,3,10,3,1,250,81530
80,80,50,3,3,10,3,1,1250,81531
80,80,50,3,3,10,3,1,3500,81532
80,80,50,3,3,10,3,2,50,81533
80,80,50,3,3,10,3,2,250,81534
80,80,50,3,3,10,3,2,1250,81535
80,80,50,3,3,10,3,2,3500,81536
80,80,50,3,3,10,3,3,50,81537
80,80,50,3,3,10,3,3,250,81538
80,80,50,3,3,10,3,3,1250,81539
80,80,50,3,3,10,3,3,3500,81540
80,80,50,3,3,30,1,1,50,81541
80,80,50,3,3,30,1,1,250,81542
80,80,50,3,3,30,1,1,1250,81543
80,80,50,3,3,30,1,1,3500,81544
80,80,50,3,3,30,1,2,50,81545
80,80,50,3,3,30,1,2,250,81546
80,80,50,3,3,30,1,2,1250,81547
80,80,50,3,3,30,1,2,3500,81548
80,80,50,3,3,30,1,3,50,81549
80,80,50,3,3,30,1,3,250,81550
80,80,50,3,3,30,1,3,1250,81551
80,80,50,3,3,30,1,3,3500,81552
80,80,50,3,3,30,2,1,50,81553
80,80,50,3,3,30,2,1,250,81554
80,80,50,3,3,30,2,1,1250,81555
80,80,50,3,3,30,2,1,3500,81556
80,80,50,3,3,30,2,2,50,81557
80,80,50,3,3,30,2,2,250,81558
80,80,50,3,3,30,2,2,1250,81559
80,80,50,3,3,30,2,2,3500,81560
80,80,50,3,3,30,2,3,50,81561
80,80,50,3,3,30,2,3,250,81562
80,80,50,3,3,30,2,3,1250,81563
80,80,50,3,3,30,2,3,3500,81564
80,80,50,3,3,30,3,1,50,81565
80,80,50,3,3,30,3,1,250,81566
80,80,50,3,3,30,3,1,1250,81567
80,80,50,3,3,30,3,1,3500,81568
80,80,50,3,3,30,3,2,50,81569
80,80,50,3,3,30,3,2,250,81570
80,80,50,3,3,30,3,2,1250,81571
80,80,50,3,3,30,3,2,3500,81572
80,80,50,3,3,30,3,3,50,81573
80,80,50,3,3,30,3,3,250,81574
80,80,50,3,3,30,3,3,1250,81575
80,80,50,3,3,30,3,3,3500,81576
80,80,50,3,3,50,1,1,50,81577
80,80,50,3,3,50,1,1,250,81578
80,80,50,3,3,50,1,1,1250,81579
80,80,50,3,3,50,1,1,3500,81580
80,80,50,3,3,50,1,2,50,81581
80,80,50,3,3,50,1,2,250,81582
80,80,50,3,3,50,1,2,1250,81583
80,80,50,3,3,50,1,2,3500,81584
80,80,50,3,3,50,1,3,50,81585
80,80,50,3,3,50,1,3,250,81586
80,80,50,3,3,50,1,3,1250,81587
80,80,50,3,3,50,1,3,3500,81588
80,80,50,3,3,50,2,1,50,81589
80,80,50,3,3,50,2,1,250,81590
80,80,50,3,3,50,2,1,1250,81591
80,80,50,3,3,50,2,1,3500,81592
80,80,50,3,3,50,2,2,50,81593
80,80,50,3,3,50,2,2,250,81594
80,80,50,3,3,50,2,2,1250,81595
80,80,50,3,3,50,2,2,3500,81596
80,80,50,3,3,50,2,3,50,81597
80,80,50,3,3,50,2,3,250,81598
80,80,50,3,3,50,2,3,1250,81599
80,80,50,3,3,50,2,3,3500,81600
80,80,50,3,3,50,3,1,50,81601
80,80,50,3,3,50,3,1,250,81602
80,80,50,3,3,50,3,1,1250,81603
80,80,50,3,3,50,3,1,3500,81604
80,80,50,3,3,50,3,2,50,81605
80,80,50,3,3,50,3,2,250,81606
80,80,50,3,3,50,3,2,1250,81607
80,80,50,3,3,50,3,2,3500,81608
80,80,50,3,3,50,3,3,50,81609
80,80,50,3,3,50,3,3,250,81610
80,80,50,3,3,50,3,3,1250,81611
80,80,50,3,3,50,3,3,3500,81612
80,80,50,3,3,80,1,1,50,81613
80,80,50,3,3,80,1,1,250,81614
